Insect species,Plant species,Pollen grains
?,Ranunculus sp.,3
Eristalis tenax,Mentha aquatica,3
?,Leontodon hispidus,3
?,Crepis capillaris,3
?,Leontodon hispidus,3
Delia sp.,Leontodon saxatilis,4
Eristalis arbustorum,Pulicaria dysenterica,4
Eristalis arbustorum,Pulicaria dysenterica,4
Eristalis arbustorum,Pulicaria dysenterica,4
Eristalis arbustorum,Pulicaria dysenterica,4
?,Pulicaria dysenterica,4
Metasyrphus latififaciatus,Ranunculus repens,4
Siphona geniculata,Senecio jacobaea,4
?,Crepis capillaris,4
?,Leontodon hispidus,4
?,Pilosella officinarum,5
?,Pilosella officinarum,5
?,Pilosella officinarum,5
?,Pilosella officinarum,5
Sphaerophora scripta,Crepis capillaris,5
Sphaerophora scripta,Crepis capillaris,5
?,Carlina vulgaris,5
?,Leontodon saxatilis,5
?,Crepis capillaris,5
?,Crepis capillaris,5
?,Pilosella officinarum,6
?,Ranunculus flammula,6
?,Hypochaeris radicata,6
?,Crepis capillaris,6
?,Leontodon hispidus,6
?,Leontodon saxatilis,6
Delia sp.,Leontodon hispidus,6
Eristalis tenax,Pulicaria dysenterica,6
Scathophaga stercoraria,Torilis arvensis,6
Eristalis tenax,Pulicaria dysenterica,7
Metasyrphus corollae,Hypochaeris radicata,7
?,Rubus fruticosus,8
Eristalis tenax,Mentha aquatica,8
?,Hypochaeris radicata,9
Eristalis tenax,Mentha aquatica,9
?,Leontodon saxatilis,9
Sphaerophora scripta,Crepis capillaris,10
?,Leontodon hispidus,10
Eristalis arbustorum,Pulicaria dysenterica,10
Eristalis tenax,Mentha aquatica,10
?,Leontodon saxatilis,11
Sphaerophora scripta,Daucus carota,11
Eristalis arbustorum,Pulicaria dysenterica,11
Heterostylodes nominabilis,Leontodon hispidus,12
Sphaerophora scripta,Rubus fruticosus,12
Sphaerophora scripta,Hypochaeris radicata,12
?,Ranunculus flammula,13
?,Pilosella officinarum,14
Sphaerophora scripta,Rubus fruticosus,15
?,Pilosella officinarum,16
Eristalis arbustorum,Pulicaria dysenterica,18
Metasyrphus corollae,Hypochaeris radicata,19
Metasyrphus corollae,Hypochaeris radicata,20
?,Pulicaria dysenterica,22
?,Leontodon hispidus,24
Sphaerophora scripta,Hypochaeris radicata,25
?,Pulicaria dysenterica,26
Metasyrphus corollae,Hypochaeris radicata,27
?,Pilosella officinarum,30
Eristalis tenax,Pulicaria dysenterica,30
Heterostylodes nominabilis,Pilosella officinarum,33
Nupedia oestiva,Leontodon hispidus,33
Sphaerophora scripta,Daucus carota,34
Metasyrphus sp.,Leontodon hispidus,35
?,Pulicaria dysenterica,36
Metasyrphus corollae,Hypochaeris radicata,40
Sphaerophora scripta,Hypochaeris radicata,47
Sphaerophora scripta,Pulicaria dysenterica,48
Eristalis arbustorum,Pulicaria dysenterica,51
Episyrphus balteatus,Hypochaeris radicata,51
Sphaerophora scripta,Pulicaria dysenterica,51
Sphaerophora scripta,Pulicaria dysenterica,55
Eristalis tenax,Mentha aquatica,55
?,Leontodon hispidus,79
D11,Leontodon hispidus,100
?,Pulicaria dysenterica,251
Eristalis arbustorum,Pulicaria dysenterica,360
Eristalis tenax,Pulicaria dysenterica,490
Eristalis tenax,Pulicaria dysenterica,953
?,Senecio jacobaea,1
?,Senecio jacobaea,3
Hemi.red1,Pulicaria dysenterica,9
?,Senecio jacobaea,147
Bombus terrestris,Anthyllis vulneraria,1
Bombus terrestris,Anthyllis vulneraria,1
Bombus terrestris,Anthyllis vulneraria,1
Bombus pascuorum,Centaurea nigra,1
Bombus pascuorum,Centaurea nigra,1
Bombus pascuorum,Centaurea nigra,1
Bombus pascuorum,Centaurea nigra,1
Sol.Bee.5,Rubus fruticosus,1
?,Anthyllis vulneraria,1
?,Anthyllis vulneraria,1
Bombus humilis,Trifolium pratense,1
Bombus humilis,Trifolium pratense,1
Bombus humilis,Chamerion angustifolium,1
Red.flying.ant,Chamerion angustifolium,1
?,Cirsium vulgare,1
Bombus muscorum,Thymus polytrichus,1
Bombus muscorum,Thymus polytrichus,1
Bombus humilis,Trifolium pratense,1
Bombus humilis,Trifolium pratense,1
Bombus humilis,Trifolium pratense,1
Bombus humilis,Trifolium pratense,1
Bombus pascuorum,Rubus fruticosus,1
Bombus pascuorum,Rubus fruticosus,1
Bombus pascuorum,Rubus fruticosus,1
Bombus pascuorum,Rubus fruticosus,1
Bombus lapidarius,Chamerion angustifolium,1
Bombus muscorum,Senecio jacobaea,1
Bombus muscorum,Senecio jacobaea,1
Bombus muscorum,Senecio jacobaea,1
Bombus muscorum,Senecio jacobaea,1
Bombus lapidarius,Senecio jacobaea,1
Bombus lapidarius,Senecio jacobaea,1
Bombus lapidarius,Senecio jacobaea,1
Bombus lapidarius,Senecio jacobaea,1
Bombus humilis,Rubus fruticosus,1
Bombus humilis,Rubus fruticosus,1
Bombus humilis,Rubus fruticosus,1
Bombus humilis,Rubus fruticosus,1
Bombus humilis,Rubus fruticosus,1
Bombus terrestris,Carlina vulgaris,1
Bombus terrestris,Carlina vulgaris,1
Bombus terrestris,Carlina vulgaris,1
Sol.Bee.5,Pulicaria dysenterica,1
Sol.Bee.5,Pulicaria dysenterica,1
Sol.Bee.5,Pulicaria dysenterica,1
Sol.Bee.5,Pulicaria dysenterica,1
Psithyrus rupestris,Rubus fruticosus,1
Psithyrus rupestris,Rubus fruticosus,1
Psithyrus rupestris,Rubus fruticosus,1
Psithyrus rupestris,Rubus fruticosus,1
Psithyrus rupestris,Rubus fruticosus,1
Psithyrus rupestris,Rubus fruticosus,1
Apis melliferae,Mentha aquatica,1
Apis melliferae,Mentha aquatica,1
Apis melliferae,Mentha aquatica,1
Bombus lapidarius,Leontodon saxatilis,1
Bombus lapidarius,Thymus polytrichus,1
Bombus terrestris,Anthyllis vulneraria,2
Bombus terrestris,Anthyllis vulneraria,2
Bombus pascuorum,Centaurea nigra,2
Bombus pascuorum,Centaurea nigra,2
Bombus humilis,Trifolium pratense,2
Bombus humilis,Trifolium pratense,2
Bombus humilis,Trifolium pratense,2
Bombus humilis,Chamerion angustifolium,2
Bombus humilis,Trifolium pratense,2
Bombus pascuorum,Rubus fruticosus,2
Bombus pascuorum,Rubus fruticosus,2
Bombus lapidarius,Chamerion angustifolium,2
Bombus lapidarius,Chamerion angustifolium,2
Bombus muscorum,Senecio jacobaea,2
Bombus muscorum,Senecio jacobaea,2
Bombus pascuorum,Trifolium pratense,2
Bombus lapidarius,Mentha aquatica,2
Bombus lapidarius,Mentha aquatica,2
Bombus lapidarius,Senecio jacobaea,2
Bombus humilis,Rubus fruticosus,2
Bombus terrestris,Carlina vulgaris,2
Bombus terrestris,Carlina vulgaris,2
Apis melliferae,Mentha aquatica,2
Apis melliferae,Mentha aquatica,2
Bombus lapidarius,Leontodon saxatilis,2
Apis melliferae,Lotus corniculatus,3
Bombus pascuorum,Centaurea nigra,3
Bombus humilis,Chamerion angustifolium,3
Bombus humilis,Chamerion angustifolium,3
?,Cirsium vulgare,3
Bombus muscorum,Thymus polytrichus,3
Bombus pascuorum,Rubus fruticosus,3
Bombus lapidarius,Chamerion angustifolium,3
Bombus muscorum,Senecio jacobaea,3
Bombus muscorum,Senecio jacobaea,3
Bombus pascuorum,Trifolium pratense,3
Bombus humilis,Rubus fruticosus,3
Bombus humilis,Rubus fruticosus,3
Bombus humilis,Rubus fruticosus,3
Bombus humilis,Rubus fruticosus,3
Bombus terrestris,Carlina vulgaris,3
Sol.Bee.5,Pulicaria dysenterica,3
Psithyrus rupestris,Rubus fruticosus,3
Psithyrus rupestris,Rubus fruticosus,3
Apis melliferae,Mentha aquatica,3
Bombus pascuorum,Centaurea nigra,4
Bombus pascuorum,Centaurea nigra,4
Bombus pascuorum,Centaurea nigra,4
Bombus pascuorum,Centaurea nigra,4
Bombus pascuorum,Rubus fruticosus,4
Bombus lapidarius,Chamerion angustifolium,4
Bombus muscorum,Senecio jacobaea,4
Bombus lapidarius,Mentha aquatica,4
Bombus lapidarius,Senecio jacobaea,4
Bombus humilis,Rubus fruticosus,4
Bombus terrestris,Carlina vulgaris,4
Bombus terrestris,Carlina vulgaris,4
Psithyrus rupestris,Rubus fruticosus,4
Bombus muscorum,Senecio jacobaea,5
Bombus pascuorum,Trifolium pratense,5
Bombus lapidarius,Senecio jacobaea,5
Bombus humilis,Rubus fruticosus,5
Bombus humilis,Rubus fruticosus,5
Psithyrus rupestris,Rubus fruticosus,5
Apis melliferae,Mentha aquatica,5
Bombus lapidarius,Leontodon saxatilis,5
Bombus terrestris,Anthyllis vulneraria,6
Sol.Bee.5,Rubus fruticosus,6
Bombus humilis,Trifolium pratense,6
Bombus humilis,Trifolium pratense,6
Bombus lapidarius,Senecio jacobaea,6
Psithyrus rupestris,Rubus fruticosus,6
Apis melliferae,Mentha aquatica,6
Bombus pascuorum,Centaurea nigra,7
Bombus humilis,Trifolium pratense,7
Bombus humilis,Trifolium pratense,7
Bombus pascuorum,Trifolium pratense,7
Sol.Bee.5,Pulicaria dysenterica,7
Psithyrus rupestris,Rubus fruticosus,7
Psithyrus rupestris,Rubus fruticosus,7
Bombus pascuorum,Trifolium pratense,8
Bombus pascuorum,Centaurea nigra,9
Bombus muscorum,Senecio jacobaea,9
Bombus terrestris,Carlina vulgaris,9
Bombus terrestris,Carlina vulgaris,9
Sol.Bee.5,Pulicaria dysenterica,9
Bombus muscorum,Thymus polytrichus,10
Bombus humilis,Trifolium pratense,10
Bombus lapidarius,Chamerion angustifolium,10
Bombus muscorum,Senecio jacobaea,10
Bombus terrestris,Carlina vulgaris,10
Bombus pascuorum,Centaurea nigra,11
Bombus lapidarius,Mentha aquatica,11
Bombus lapidarius,Senecio jacobaea,11
Bombus muscorum,Senecio jacobaea,12
Psithyrus rupestris,Rubus fruticosus,13
Bombus lapidarius,Mentha aquatica,14
Bombus lapidarius,Senecio jacobaea,14
Psithyrus rupestris,Rubus fruticosus,15
Bombus terrestris,Carlina vulgaris,16
Bombus terrestris,Carlina vulgaris,16
Sol.Bee.5,Rubus fruticosus,17
Sol.Bee.5,Pulicaria dysenterica,18
Apis melliferae,Mentha aquatica,18
Bombus pascuorum,Trifolium pratense,19
Bombus lapidarius,Senecio jacobaea,20
Bombus lapidarius,Chamerion angustifolium,21
Bombus humilis,Chamerion angustifolium,26
Bombus muscorum,Senecio jacobaea,26
Bombus humilis,Trifolium pratense,28
Bombus muscorum,Senecio jacobaea,30
Bombus lapidarius,Mentha aquatica,30
Bombus humilis,Rubus fruticosus,30
Sol.Bee.5,Rubus fruticosus,32
Psithyrus rupestris,Rubus fruticosus,35
Sol.Bee.5,Pulicaria dysenterica,36
Bombus lapidarius,Chamerion angustifolium,37
Bombus muscorum,Senecio jacobaea,38
Bombus muscorum,Senecio jacobaea,40
Bombus terrestris,Anthyllis vulneraria,43
Bombus pascuorum,Rubus fruticosus,45
Bombus lapidarius,Senecio jacobaea,45
Bombus muscorum,Thymus polytrichus,50
Bombus pascuorum,Trifolium pratense,50
Bombus lapidarius,Mentha aquatica,50
Bombus terrestris,Carlina vulgaris,51
Bombus muscorum,Thymus polytrichus,57
Bombus terrestris,Carlina vulgaris,57
Bombus lapidarius,Chamerion angustifolium,60
Psithyrus rupestris,Rubus fruticosus,63
Bombus terrestris,Carlina vulgaris,64
Bombus lapidarius,Senecio jacobaea,68
Bombus lapidarius,Leontodon saxatilis,75
Bombus muscorum,Senecio jacobaea,84
Bombus pascuorum,Centaurea nigra,93
Psithyrus rupestris,Rubus fruticosus,110
Bombus humilis,Trifolium pratense,115
Bombus pascuorum,Centaurea nigra,125
Bombus lapidarius,Senecio jacobaea,128
Bombus lapidarius,Mentha aquatica,130
Apis melliferae,Mentha aquatica,135
Apis melliferae,Lotus corniculatus,140
Bombus humilis,Trifolium pratense,140
Bombus humilis,Trifolium pratense,143
Bombus humilis,Rubus fruticosus,145
Bombus pascuorum,Rubus fruticosus,197
Bombus humilis,Trifolium pratense,208
Bombus pascuorum,Trifolium pratense,225
Bombus lapidarius,Leontodon saxatilis,228
Bombus muscorum,Senecio jacobaea,288
Bombus humilis,Trifolium pratense,358
Apis melliferae,Mentha aquatica,360
Sol.Bee.5,Pulicaria dysenterica,383
Apis melliferae,Lotus corniculatus,619
Bombus lapidarius,Senecio jacobaea,857
Bombus lapidarius,Leontodon saxatilis,890
Bombus terrestris,Anthyllis vulneraria,1505
Bombus humilis,Trifolium pratense,1583
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Dactylorhiza sp.,1
Zygaena filipendulae,Mentha aquatica,1
Zygaena filipendulae,Mentha aquatica,1
Zygaena filipendulae,Mentha aquatica,1
Zygaena filipendulae,Mentha aquatica,1
Zygaena filipendulae,Mentha aquatica,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Chamerion angustifolium,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Hypochaeris radicata,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Echium vulgare,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Lotus corniculatus,1
Zygaena filipendulae,Lotus corniculatus,1
Cupido minimus,Echium vulgare,1
Cupido minimus,Echium vulgare,1
Cupido minimus,Echium vulgare,1
Cupido minimus,Echium vulgare,1
Cupido minimus,Echium vulgare,1
Zygaena filipendulae,Thymus polytrichus,1
Zygaena filipendulae,Thymus polytrichus,1
Maniola jurtina,Pulicaria dysenterica,1
Zygaena filipendulae,Trifolium pratense,1
Zygaena filipendulae,Trifolium pratense,1
Zygaena filipendulae,Pulicaria dysenterica,1
Zygaena filipendulae,Pulicaria dysenterica,1
Maniola jurtina,Thymus polytrichus,1
Maniola jurtina,Thymus polytrichus,1
Zygaena filipendulae,Mentha aquatica,1
Maniola jurtina,Senecio jacobaea,1
Maniola jurtina,Senecio jacobaea,1
Polyommatus icarus icarus,Thymus polytrichus,1
Maniola jurtina,Pulicaria dysenterica,1
Zygaena filipendulae,Thymus polytrichus,1
Maniola jurtina,Pulicaria dysenterica,1
Zygaena filipendulae,Echium vulgare,2
Zygaena filipendulae,Trifolium pratense,2
Zygaena filipendulae,Dactylorhiza sp.,2
Zygaena filipendulae,Mentha aquatica,2
Zygaena filipendulae,Mentha aquatica,2
Zygaena filipendulae,Mentha aquatica,2
Zygaena filipendulae,Chamerion angustifolium,2
Zygaena filipendulae,Thymus polytrichus,2
Zygaena filipendulae,Hypochaeris radicata,2
Zygaena filipendulae,Thymus polytrichus,2
Zygaena filipendulae,Thymus polytrichus,2
Zygaena filipendulae,Thymus polytrichus,2
Zygaena filipendulae,Echium vulgare,2
Zygaena filipendulae,Lotus corniculatus,2
Cupido minimus,Echium vulgare,2
Zygaena filipendulae,Thymus polytrichus,2
Maniola jurtina,Pulicaria dysenterica,2
Zygaena filipendulae,Trifolium pratense,2
Zygaena filipendulae,Trifolium pratense,2
Zygaena filipendulae,Pulicaria dysenterica,2
Maniola jurtina,Thymus polytrichus,2
Zygaena filipendulae,Mentha aquatica,2
Zygaena filipendulae,Mentha aquatica,2
Zygaena filipendulae,Cirsium arvense,2
Maniola jurtina,Senecio jacobaea,2
Zygaena filipendulae,Chamerion angustifolium,3
Thymelicus sylvestris,Hieracium sp.,3
Zygaena filipendulae,Thymus polytrichus,3
Zygaena filipendulae,Thymus polytrichus,3
Zygaena filipendulae,Thymus polytrichus,3
Zygaena filipendulae,Echium vulgare,3
Zygaena filipendulae,Thymus polytrichus,3
Cupido minimus,Echium vulgare,3
Zygaena filipendulae,Trifolium pratense,3
Microlep1,Pulicaria dysenterica,3
Zygaena filipendulae,Dactylorhiza sp.,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Echium vulgare,4
Zygaena filipendulae,Thymus polytrichus,4
Cupido minimus,Echium vulgare,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Thymus polytrichus,4
Zygaena filipendulae,Trifolium pratense,4
Zygaena filipendulae,Cirsium arvense,4
Zygaena filipendulae,Thymus polytrichus,5
Zygaena filipendulae,Chamerion angustifolium,5
Zygaena filipendulae,Thymus polytrichus,5
Zygaena filipendulae,Lotus corniculatus,5
Zygaena filipendulae,Chamerion angustifolium,6
Zygaena filipendulae,Echium vulgare,6
Zygaena filipendulae,Chamerion angustifolium,6
Zygaena filipendulae,Thymus polytrichus,6
Zygaena filipendulae,Pulicaria dysenterica,6
Zygaena filipendulae,Cirsium arvense,6
Zygaena filipendulae,Thymus polytrichus,7
Zygaena filipendulae,Thymus polytrichus,7
Zygaena filipendulae,Thymus polytrichus,7
Maniola jurtina,Pulicaria dysenterica,7
Zygaena filipendulae,Chamerion angustifolium,8
Zygaena filipendulae,Thymus polytrichus,8
Cupido minimus,Echium vulgare,8
Maniola jurtina,Pulicaria dysenterica,8
Zygaena filipendulae,Echium vulgare,9
Zygaena filipendulae,Chamerion angustifolium,9
Zygaena filipendulae,Chamerion angustifolium,9
Zygaena filipendulae,Echium vulgare,9
Zygaena filipendulae,Lotus corniculatus,9
Zygaena filipendulae,Mentha aquatica,9
Zygaena filipendulae,Hypochaeris radicata,10
Zygaena filipendulae,Echium vulgare,11
Zygaena filipendulae,Echium vulgare,11
Zygaena filipendulae,Thymus polytrichus,11
Zygaena filipendulae,Chamerion angustifolium,12
Zygaena filipendulae,Mentha aquatica,12
Zygaena filipendulae,Cirsium arvense,12
Zygaena filipendulae,Dactylorhiza sp.,13
Zygaena filipendulae,Cirsium arvense,13
Zygaena filipendulae,Trifolium pratense,15
Zygaena filipendulae,Thymus polytrichus,15
Zygaena filipendulae,Hypochaeris radicata,17
Maniola jurtina,Thymus polytrichus,17
Maniola jurtina,Thymus polytrichus,17
Zygaena filipendulae,Cirsium arvense,24
Zygaena filipendulae,Hypochaeris radicata,28
Zygaena filipendulae,Thymus polytrichus,31
Zygaena filipendulae,Hypochaeris radicata,43
Zygaena filipendulae,Trifolium pratense,47
Zygaena filipendulae,Chamerion angustifolium,49
Maniola jurtina,Pulicaria dysenterica,64
Maniola jurtina,Pulicaria dysenterica,64
Maniola jurtina,Pulicaria dysenterica,94
Zygaena filipendulae,Trifolium pratense,126
Zygaena filipendulae,Cirsium arvense,131
Zygaena filipendulae,Lotus corniculatus,136
Zygaena filipendulae,Lotus corniculatus,420
Apis mellifera,Erica cinerea,5
Apis mellifera,Ulex minor,5
Apis mellifera,Erica cinerea,5
Apis mellifera,Erica cinerea,5
Apis mellifera,Erica tetralix,5
Apis mellifera,Ulex minor,5
Metasyrphus corollae,Calluna vulgaris,5
Apis mellifera,Calluna vulgaris,5
Metasyrphus luniger,Senecio jacobaea,5
Apis mellifera,Ulex minor,5
Apis mellifera,Erica cinerea,5
Delia platura,Calluna vulgaris,5
Apis mellifera,Calluna vulgaris,5
Episyrphus balteatus,Calluna vulgaris,5
Apis mellifera,Erica tetralix,5
Apis mellifera,Calluna vulgaris,5
Apis mellifera,Calluna vulgaris,5
Apis mellifera,Calluna vulgaris,5
Odontothrips ulicis,Ulex europaeus,6
Apis mellifera,Ulex minor,6
Apis mellifera,Hypochaeris glabra,6
Apis mellifera,Ulex minor,6
Apis mellifera,Erica tetralix,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex minor,6
Apis mellifera,Erica cinerea,6
Apis mellifera,Calluna vulgaris,6
Metasyrphus corollae,Ulex minor,6
Episyrphus balteatus,Hypochaeris glabra,6
Bombus lucorum/terrestris,Ulex minor,6
Apis mellifera,Ulex minor,6
Apis mellifera,Senecio jacobaea,6
Sphaerophoria scripta,Calluna vulgaris,6
Sicus ferrugineus,Erica cinerea,6
Bombus lucorum/terrestris,Ulex minor,6
Apis mellifera,Erica tetralix,6
Apis mellifera,Ulex minor,7
Apis mellifera,Erica cinerea,7
Apis mellifera,Erica cinerea,7
Apis mellifera,Erica cinerea,7
Apis mellifera,Ulex minor,7
Apis mellifera,Erica cinerea,7
Apis mellifera,Ulex minor,7
Apis mellifera,Ulex minor,7
Apis mellifera,Ulex minor,7
Apis mellifera,Ulex minor,7
Metasyrphus luniger,Ulex europaeus,7
Apis mellifera,Calluna vulgaris,7
Episyrphus balteatus,Calluna vulgaris,7
Apis mellifera,Calluna vulgaris,7
Bombus jonellus,Erica tetralix,7
Apis mellifera,Erica tetralix,7.5
Apis mellifera,Erica tetralix,7.5
Apis mellifera,Ulex minor,8
Apis mellifera,Erica cinerea,8
Andrena dorsata,Erica cinerea,8
Episyrphus balteatus,Calluna vulgaris,8
Apis mellifera,Calluna vulgaris,8
Bombus lucorum/terrestris,Calluna vulgaris,8
Apis mellifera,Ulex minor,9
Apis mellifera,Erica cinerea,9
Apis mellifera,Ulex minor,9
Apis mellifera,Calluna vulgaris,9
Bombus lucorum/terrestris,Erica cinerea,9
Apis mellifera,Erica tetralix,9
Apis mellifera,Erica tetralix,9
Apis mellifera,Erica cinerea,10
Episyrphus balteatus,Ulex europaeus,10
Episyrphus balteatus,Ulex minor,10
Apis mellifera,Calluna vulgaris,10
Bombus lucorum/terrestris,Ulex minor,10
Apis mellifera,Calluna vulgaris,10
Apis mellifera,Erica tetralix,10
Episyrphus balteatus,Calluna vulgaris,10
Apis mellifera,Erica tetralix,10
